id,Gender,Customer Type,Age,Type of Travel,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Class
45743,0,1,25,0,391,4,2,4,3,5,4,5,5,3,5,3,4,4,5,10,7.0,0,Business
89941,0,0,7,1,1310,3,3,3,3,2,3,2,2,1,3,4,2,4,2,0,0.0,0,Eco
88245,0,0,57,0,270,4,4,4,4,4,4,4,4,4,4,4,3,4,5,4,2.0,1,Business
86037,1,0,67,1,528,2,4,2,3,5,2,5,5,3,2,4,5,5,5,7,4.0,0,Eco
91369,1,0,70,1,270,1,4,1,3,5,1,5,5,3,1,3,4,3,5,0,0.0,0,Eco Plus
58506,1,0,34,0,3642,4,5,5,5,2,4,3,4,4,4,4,1,4,2,13,18.0,0,Business
36022,1,0,54,0,474,3,3,3,3,3,5,4,4,4,4,4,1,4,2,0,0.0,1,Business
79079,1,0,23,1,356,3,4,3,3,3,3,3,3,4,3,5,4,5,3,5,1.0,0,Eco
55346,1,1,24,0,594,5,4,5,4,3,5,3,3,5,3,4,4,4,3,1,0.0,1,Business
29275,1,0,38,0,873,2,5,5,5,2,2,2,2,3,5,4,4,3,2,0,0.0,0,Eco
121524,1,1,24,0,912,4,3,4,3,5,4,5,5,3,2,5,4,5,5,3,33.0,1,Business
44719,0,0,66,1,67,2,4,0,1,2,4,4,3,3,0,2,3,3,4,10,10.0,0,Eco
83526,0,0,36,1,946,2,1,1,2,1,1,1,1,3,4,3,4,2,1,0,0.0,0,Eco
123655,0,0,43,0,2404,0,5,0,1,3,5,5,5,5,1,1,3,5,4,4,0.0,1,Business
109952,0,0,24,1,1165,2,4,2,4,2,2,2,2,5,2,4,3,4,2,0,0.0,0,Eco
105119,0,0,46,0,220,1,2,2,2,5,2,2,1,1,1,1,2,1,1,32,24.0,0,Eco
88561,0,0,26,1,581,3,4,3,3,5,3,5,5,5,2,5,4,5,5,0,0.0,0,Eco
6127,1,0,58,0,491,2,2,5,2,2,4,5,5,5,5,5,4,5,5,21,8.0,1,Business
57447,1,0,44,0,3705,1,1,3,1,4,4,5,4,4,4,4,5,4,4,14,14.0,1,Business
66193,0,0,58,0,1646,2,5,5,5,5,3,3,2,2,2,2,3,2,4,45,33.0,0,Business
14996,0,0,23,0,1201,0,5,0,4,3,0,4,3,2,4,2,3,2,3,0,0.0,1,Eco
18205,0,0,53,0,2450,1,1,1,1,4,2,3,4,4,4,4,4,4,5,2,43.0,1,Business
43641,0,0,27,0,1097,5,5,4,5,2,3,2,2,2,3,3,3,1,2,0,3.0,1,Business
86833,1,1,44,0,484,5,2,4,3,3,4,5,3,3,2,2,2,3,3,41,44.0,1,Eco
81283,1,0,35,1,1020,3,1,3,2,4,3,4,4,3,1,2,2,3,4,0,15.0,0,Eco
26403,1,0,24,1,957,4,5,4,4,4,4,4,4,5,3,5,3,4,4,56,43.0,0,Eco
15191,1,1,26,0,500,2,2,2,4,5,2,5,5,4,1,4,1,3,5,0,113.0,0,Eco
7485,1,0,52,0,925,5,5,5,5,3,4,4,5,5,5,5,4,5,3,0,0.0,1,Business
55368,0,1,22,0,678,5,3,5,4,2,5,2,2,3,2,5,5,5,2,0,27.0,1,Business
66773,0,0,31,0,2324,1,1,1,1,3,3,3,3,4,3,4,4,5,3,4,0.0,1,Business
65375,1,0,56,0,432,1,1,1,1,5,5,5,4,4,4,4,5,4,4,0,0.0,1,Business
61759,1,0,33,1,1303,3,5,3,3,3,3,3,3,3,5,4,5,5,3,0,14.0,0,Eco
32500,1,0,44,0,163,3,2,5,5,3,3,3,3,3,3,3,4,3,3,0,4.0,0,Eco
128069,0,0,52,0,2860,3,3,3,3,4,4,4,5,2,4,5,4,5,4,0,47.0,1,Business
51498,0,0,21,1,370,2,3,5,4,5,5,5,5,3,2,5,2,4,5,0,0.0,0,Business
4493,1,0,42,0,3067,4,4,4,4,2,4,5,5,5,4,5,5,5,4,0,0.0,1,Business
114058,0,1,50,0,1947,1,1,1,2,3,1,3,3,4,5,4,3,5,3,4,13.0,0,Business
62461,0,0,28,1,1846,3,3,3,4,1,3,1,1,1,2,3,3,4,1,2,0.0,0,Business
50006,0,0,59,0,86,3,4,4,4,3,2,3,3,3,3,3,1,3,4,36,30.0,0,Eco
24719,1,0,25,1,549,4,5,5,3,2,5,2,2,2,1,4,4,4,2,0,0.0,0,Eco
73650,0,0,75,0,1664,2,2,2,2,5,3,2,2,2,2,2,3,2,1,0,0.0,0,Business
16554,1,1,24,0,1092,3,3,3,1,3,3,3,3,4,4,3,2,1,3,0,0.0,1,Eco
121637,0,1,21,0,912,2,2,2,5,2,2,2,2,5,5,5,3,4,2,0,0.0,0,Eco
58902,1,1,36,0,488,1,1,1,3,1,1,4,1,3,4,3,4,3,1,1,0.0,0,Eco
13260,0,1,22,0,657,2,4,2,3,2,2,2,2,3,4,4,2,3,2,0,0.0,0,Eco
113353,0,0,40,0,2401,5,5,5,5,5,4,4,5,5,5,5,4,5,5,0,0.0,1,Business
61496,1,0,41,0,2253,1,5,2,5,2,3,3,1,1,1,1,4,1,2,8,0.0,0,Business
7855,1,0,15,1,1005,4,3,4,3,4,3,3,2,4,4,1,3,3,3,392,401.0,0,Eco
76058,1,0,47,0,669,1,2,2,2,5,4,4,1,1,1,1,4,1,4,0,0.0,0,Business
50732,1,0,19,1,190,1,4,1,5,3,1,3,3,5,4,5,5,4,3,36,35.0,0,Eco
90498,0,0,56,0,646,2,2,2,2,5,4,4,5,5,5,5,4,5,4,0,0.0,1,Business
110053,0,0,38,1,2039,3,4,3,3,1,3,2,1,3,3,5,5,5,1,11,13.0,0,Eco
52595,0,0,35,0,119,2,3,3,3,2,2,2,3,3,2,2,1,3,2,0,13.0,0,Business
71821,0,1,21,0,760,5,5,5,3,3,5,1,3,4,2,4,4,5,3,0,0.0,1,Eco
39106,0,0,43,0,2062,1,1,4,1,4,5,1,4,4,4,3,3,4,5,0,0.0,1,Business
40884,0,0,57,1,584,3,4,3,5,2,5,4,4,4,3,4,5,4,4,0,0.0,0,Eco
32196,1,0,44,0,3573,2,2,2,2,1,2,1,4,4,4,5,3,4,1,4,13.0,1,Business
29116,0,0,13,1,679,3,5,3,2,3,3,3,3,5,4,5,5,4,3,0,0.0,0,Eco
61838,0,1,37,0,1379,3,3,3,3,1,3,1,1,3,5,5,3,4,1,0,4.0,0,Business
110883,1,0,48,0,404,5,5,5,5,5,4,5,5,5,5,5,3,5,5,8,7.0,1,Business
76777,0,0,22,0,2768,2,3,1,3,2,3,2,2,3,3,4,2,4,2,0,0.0,0,Business
13231,1,0,24,0,771,2,3,3,3,2,2,2,2,2,2,3,3,4,2,0,0.0,0,Business
70524,0,0,49,0,1258,3,3,3,3,3,5,4,5,5,5,5,4,5,5,0,0.0,1,Business
88007,0,0,45,0,270,2,2,2,2,2,4,4,5,5,5,5,4,5,4,5,1.0,1,Business
90854,1,0,53,0,646,3,3,3,3,2,3,2,2,3,1,4,4,4,2,0,3.0,0,Eco
39993,1,0,54,0,508,3,5,5,5,3,3,3,3,2,1,2,3,2,3,9,17.0,0,Eco
59900,0,0,43,0,1023,4,4,4,4,4,5,5,3,3,3,3,3,3,4,0,0.0,1,Business
88139,0,1,38,0,442,5,0,0,3,4,0,4,4,4,3,5,5,5,4,8,3.0,1,Business
27232,1,1,9,0,1024,3,3,3,3,3,3,3,3,5,4,2,5,4,3,0,0.0,1,Eco
24636,1,0,52,1,666,2,1,2,3,5,2,5,5,1,2,4,2,3,5,2,0.0,0,Eco
53674,0,0,39,0,2928,1,1,1,1,5,1,2,4,4,4,4,3,4,5,17,0.0,1,Business
4994,0,0,27,0,3450,3,4,4,4,3,3,3,3,1,3,4,4,4,3,0,0.0,0,Business
90889,1,1,27,0,270,2,2,2,4,3,2,3,3,1,5,3,4,3,3,41,51.0,0,Business
102685,0,0,64,0,255,1,5,5,5,5,4,4,1,1,1,1,3,1,3,13,40.0,0,Eco
97782,0,1,21,0,471,3,0,3,4,2,3,2,2,4,3,4,5,4,2,112,116.0,0,Eco
107474,0,0,29,0,711,5,5,5,5,3,4,3,3,5,2,4,3,4,3,0,0.0,1,Business
4658,1,0,52,0,3847,3,1,5,1,4,3,2,3,3,3,3,2,3,4,0,0.0,0,Business
58656,1,0,13,1,867,3,4,3,3,3,5,2,3,3,5,5,2,3,2,157,142.0,0,Eco
57111,0,0,45,0,1222,2,2,4,4,1,4,3,3,3,2,3,1,3,2,9,0.0,0,Eco
101560,0,0,53,0,2658,0,1,1,4,5,4,4,3,3,2,2,4,3,5,29,26.0,1,Business
99938,1,0,62,1,764,2,4,2,1,3,2,5,3,4,3,4,5,5,3,6,20.0,0,Eco Plus
113275,1,0,47,0,414,5,5,5,5,5,4,5,4,4,4,4,3,4,3,43,37.0,1,Business
129675,0,1,39,0,447,1,1,1,4,4,1,4,4,3,1,4,3,4,4,0,0.0,0,Business
89651,1,1,26,0,1096,2,2,2,2,2,2,2,2,2,3,3,2,3,2,0,0.0,0,Business
45390,1,0,31,0,222,4,5,5,5,4,4,4,4,1,5,2,4,4,4,0,0.0,1,Eco Plus
54320,1,0,16,0,1597,5,5,5,5,4,4,4,4,1,4,3,3,5,4,0,0.0,1,Business
8033,0,0,47,0,2324,1,1,1,1,4,5,4,4,4,4,4,4,4,3,0,0.0,1,Business
123772,1,1,27,0,544,2,2,2,1,1,2,1,1,3,5,4,3,5,1,0,0.0,0,Business
45162,1,0,35,0,1847,4,5,5,5,2,4,3,3,3,3,4,4,3,1,81,96.0,0,Business
16864,0,0,28,0,746,1,1,1,1,3,3,3,3,3,1,1,4,2,3,3,0.0,1,Business
103397,1,0,55,0,2797,2,2,2,2,4,5,5,5,5,5,5,4,5,3,52,48.0,1,Business
61917,0,0,45,0,550,4,4,4,4,5,5,5,5,5,4,5,5,5,3,0,3.0,1,Business
122337,0,1,22,0,541,1,5,1,4,1,1,1,1,4,5,4,5,4,1,39,22.0,0,Eco
44879,1,0,29,1,296,1,3,1,3,1,1,2,1,1,1,3,3,4,1,0,0.0,0,Eco
69694,0,0,44,0,1372,4,4,4,4,5,5,5,3,2,4,4,5,3,5,141,129.0,1,Business
85391,0,0,47,0,3156,1,1,1,1,5,4,5,3,4,4,5,5,3,5,581,580.0,1,Business
82062,0,0,53,0,3897,3,3,3,3,4,4,4,4,4,4,4,4,4,5,0,29.0,1,Business
118406,0,0,20,0,2862,2,2,2,2,5,5,5,5,3,3,5,4,4,5,0,0.0,1,Business
35869,1,0,9,1,1065,4,4,4,5,2,4,2,2,5,5,5,3,4,2,0,18.0,0,Eco
37548,1,1,25,0,972,1,1,1,4,1,1,3,1,4,5,1,2,5,1,0,0.0,0,Eco
6224,1,0,27,0,3692,4,4,4,4,3,4,3,3,5,4,4,4,4,3,0,0.0,1,Business
85502,1,0,60,1,152,3,4,3,3,1,3,1,1,4,4,4,5,4,1,0,0.0,0,Eco
36268,1,0,68,1,728,3,3,3,4,3,3,3,3,4,2,4,4,4,3,0,0.0,0,Eco
7292,0,0,64,1,139,3,3,0,3,3,4,3,4,4,0,4,4,4,4,0,0.0,0,Eco
58654,1,0,32,1,867,2,1,2,2,4,2,4,4,4,1,1,2,1,4,0,0.0,0,Eco
42086,1,0,40,0,344,4,3,3,3,4,4,4,4,2,2,2,3,3,4,0,0.0,1,Eco
101355,0,0,54,0,2200,4,4,3,4,4,4,4,4,4,4,4,5,4,4,2,0.0,1,Business
65109,0,0,63,1,190,1,5,1,1,2,5,5,3,3,1,2,5,3,4,0,0.0,0,Eco
116373,1,0,11,1,358,3,4,3,3,3,3,3,3,4,5,4,4,4,3,41,39.0,0,Eco
4086,1,1,25,0,427,2,2,2,3,5,2,5,5,1,4,3,2,3,5,0,0.0,0,Business
34349,0,0,39,0,427,5,1,1,1,5,5,5,5,4,1,5,5,2,5,225,218.0,1,Eco
33868,1,0,27,0,1562,3,1,1,1,3,3,3,3,4,3,4,2,4,3,0,0.0,0,Eco Plus
42330,0,0,47,1,550,3,1,3,4,5,3,4,4,4,3,3,3,4,2,0,8.0,0,Eco
112543,1,0,64,0,862,3,3,3,3,5,4,5,5,5,5,5,4,5,3,22,21.0,1,Business
40715,0,1,11,0,599,2,0,1,4,3,1,3,3,1,2,4,1,3,3,0,0.0,0,Eco
42467,1,1,20,0,429,0,0,0,5,5,0,5,5,4,2,5,4,5,5,0,0.0,1,Business
77350,1,0,27,0,599,2,2,2,2,5,5,5,5,3,2,4,3,4,5,0,0.0,1,Business
13082,1,0,29,0,3195,5,5,5,5,5,5,5,5,3,5,5,5,4,5,0,0.0,1,Business
9510,1,0,34,1,322,4,5,4,2,1,4,1,1,1,3,1,2,2,1,0,0.0,0,Eco
22745,1,0,33,0,302,5,3,3,3,5,4,5,5,1,1,4,1,4,5,0,0.0,1,Eco
23498,1,0,41,0,1590,0,0,0,2,4,5,4,5,5,5,5,1,5,5,3,0.0,1,Business
34431,0,0,27,0,680,1,4,4,4,1,1,1,1,2,5,3,1,3,1,0,0.0,0,Eco
35986,1,1,23,0,1079,2,3,3,3,3,1,1,4,3,4,3,1,2,1,8,0.0,0,Eco
114237,0,1,25,0,846,3,4,4,3,3,4,3,3,4,1,4,3,4,3,51,59.0,0,Eco
33400,1,0,51,0,2614,1,1,1,1,4,4,4,3,2,3,5,4,3,4,0,0.0,1,Business
44856,0,1,25,0,585,2,2,2,4,2,2,1,2,2,3,4,2,4,2,19,7.0,0,Eco
89217,1,0,57,1,1947,1,4,1,2,2,1,2,2,3,4,4,5,4,2,24,5.0,0,Eco
22814,0,0,47,0,2466,3,3,3,3,2,3,1,4,4,4,3,5,4,5,0,0.0,1,Business
58878,1,0,47,0,1538,3,3,3,3,3,5,5,4,4,4,4,3,4,4,1,11.0,1,Business
71873,0,0,24,1,1652,1,3,1,1,4,1,4,4,2,5,4,4,2,4,13,28.0,0,Eco
47938,0,0,14,1,451,3,3,3,3,2,3,2,2,2,2,3,4,4,2,10,7.0,0,Eco
110954,0,0,21,1,545,0,4,0,4,2,0,5,2,3,5,4,4,4,2,0,0.0,1,Eco Plus
91648,1,0,46,1,1199,1,3,1,3,2,1,2,2,3,5,4,2,4,2,5,0.0,0,Eco
31304,0,0,51,0,680,5,3,1,3,3,1,5,5,5,5,5,5,5,1,12,21.0,1,Eco
57737,1,0,59,1,1754,1,5,1,4,4,1,4,4,3,5,3,5,4,4,0,0.0,0,Eco
128548,0,0,34,0,2108,5,5,5,5,5,5,4,5,5,5,5,4,5,5,0,0.0,1,Business
12187,0,0,26,1,1075,3,5,3,4,3,3,3,3,3,4,4,5,4,3,0,0.0,0,Eco
37454,1,1,50,0,1069,2,2,2,1,5,2,5,5,4,3,3,3,5,5,29,22.0,0,Business
94451,1,0,58,0,562,3,3,3,3,3,5,5,5,5,5,5,4,5,3,15,0.0,1,Business
27571,1,0,52,1,937,2,4,2,1,1,2,3,1,4,5,4,3,5,1,0,2.0,0,Eco
112633,0,1,26,0,602,3,2,3,4,2,3,2,2,3,1,3,1,4,2,11,13.0,0,Eco Plus
55711,0,0,30,1,1062,2,3,2,3,3,2,3,3,3,1,3,1,3,3,0,0.0,0,Eco
42350,0,0,55,1,329,2,5,2,3,3,2,3,1,1,2,1,2,1,1,0,0.0,0,Eco
83144,1,0,60,1,1127,2,4,2,4,5,2,5,5,3,4,3,5,5,5,0,0.0,0,Eco
74841,0,0,31,1,1797,2,5,2,2,1,2,1,1,5,3,3,4,5,1,15,1.0,0,Eco
59438,1,0,25,0,3017,2,2,4,2,1,2,2,1,4,3,4,2,2,2,351,357.0,0,Business
89701,1,1,17,0,1080,5,0,5,4,4,5,4,4,1,3,5,3,2,4,0,0.0,1,Business
89303,0,0,40,1,453,2,5,2,4,4,2,3,4,2,4,3,1,4,4,0,0.0,0,Eco
24608,0,0,35,0,526,5,1,1,1,5,5,5,5,1,5,1,3,4,5,0,0.0,1,Eco
127211,0,0,11,1,338,5,2,5,3,1,5,2,1,2,2,3,2,3,1,0,0.0,1,Eco Plus
9582,0,0,35,0,283,2,2,2,2,4,4,4,1,5,3,2,4,5,4,104,134.0,1,Business
92715,0,0,41,0,1276,2,2,2,2,3,4,5,4,4,4,4,5,4,4,0,0.0,1,Business
123606,1,0,59,1,1773,2,1,2,3,2,2,2,2,3,4,3,3,3,2,113,122.0,0,Eco
15261,0,0,32,0,529,2,3,3,3,2,2,2,2,3,5,3,2,4,2,11,0.0,0,Eco Plus
114222,0,1,26,0,862,2,1,1,4,2,1,3,2,3,3,3,3,3,2,38,33.0,0,Eco
50427,1,0,58,0,262,3,1,1,1,3,4,3,3,3,3,3,4,3,4,0,0.0,0,Business
77738,1,0,52,0,696,3,3,5,3,3,3,3,3,4,4,3,3,4,3,5,4.0,0,Eco
6522,1,0,23,1,599,1,2,1,4,5,1,5,5,1,2,4,2,3,5,0,0.0,0,Eco
58297,1,1,48,0,678,2,2,2,3,3,2,3,3,4,3,4,4,5,3,41,30.0,0,Business
63414,0,0,9,1,337,1,3,5,4,4,5,4,4,3,3,3,1,3,4,0,0.0,0,Eco
101327,1,0,55,1,986,4,5,4,3,3,4,3,3,4,5,4,3,4,3,0,0.0,0,Eco
15034,0,0,49,0,488,2,2,5,2,3,1,5,5,5,5,5,3,5,4,6,18.0,1,Business
110678,1,0,43,0,605,4,4,4,4,2,3,3,4,4,4,4,3,4,4,5,0.0,0,Business
69691,0,0,59,0,1372,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,8.0,1,Business
72988,0,1,20,0,1096,1,1,1,2,1,1,1,1,2,2,3,3,5,1,0,0.0,0,Eco
86108,0,0,51,0,3144,2,2,2,2,4,5,5,4,4,4,4,4,4,3,0,0.0,1,Business
84792,1,0,56,0,547,4,4,4,4,2,4,5,5,5,5,5,4,5,3,0,0.0,1,Business
29087,0,0,9,1,679,4,3,4,2,4,4,4,4,1,4,2,3,1,4,21,9.0,0,Eco
32235,1,0,53,0,102,2,2,2,2,1,2,2,5,5,5,3,3,5,2,0,7.0,1,Business
124962,0,0,48,0,184,1,1,1,1,5,4,5,4,4,4,4,3,4,4,0,0.0,1,Business
1869,0,0,16,0,2200,3,5,5,5,3,3,3,3,4,4,3,4,3,3,0,15.0,0,Business
113654,1,0,63,1,197,1,4,1,3,5,1,5,5,3,5,3,4,4,5,4,0.0,0,Eco
31647,1,0,55,0,853,4,1,1,1,4,4,4,4,4,3,5,3,4,4,3,10.0,1,Eco
114355,1,0,49,0,3965,3,3,3,3,4,4,5,3,3,3,3,4,3,5,46,31.0,1,Business
77162,1,0,54,0,1450,3,4,4,4,3,3,3,3,3,4,4,2,3,3,63,92.0,0,Eco
66592,1,0,40,0,761,1,1,1,1,4,4,4,5,5,5,5,4,5,3,26,29.0,1,Business
61463,0,0,54,0,2288,5,5,5,5,4,5,4,5,5,5,5,3,5,4,10,1.0,1,Business
35182,1,0,45,0,2145,1,3,5,3,3,3,2,1,1,2,1,4,1,1,0,0.0,0,Business
37089,0,0,52,0,2883,5,5,5,5,5,4,1,5,5,5,5,5,5,4,39,38.0,1,Business
93782,0,0,38,1,1865,2,3,1,2,1,5,5,3,4,5,5,5,4,5,292,291.0,0,Eco
21312,0,0,29,1,620,4,5,4,2,3,4,3,3,5,3,4,4,4,3,0,0.0,1,Eco
41135,1,1,21,0,140,2,3,2,3,4,2,5,4,1,3,3,3,3,4,0,0.0,0,Eco
115976,0,0,19,1,373,2,0,2,4,3,2,3,3,1,5,4,4,1,3,0,0.0,0,Eco
23938,0,0,34,1,616,1,5,1,2,4,1,4,4,4,4,3,5,3,4,0,0.0,0,Eco
70412,1,0,63,1,1562,3,5,3,3,4,3,4,4,1,2,5,1,2,4,0,0.0,0,Eco
9263,0,1,22,0,441,4,0,4,2,2,4,5,2,3,5,4,3,5,2,0,0.0,1,Business
19241,1,0,22,0,3202,1,2,2,2,1,1,1,1,4,2,4,2,3,1,0,0.0,0,Business
26469,0,0,47,1,842,1,5,1,2,5,4,5,1,1,1,1,3,1,4,0,0.0,0,Eco
114849,0,1,25,0,325,1,5,1,4,1,1,5,1,4,3,4,5,4,1,1,0.0,0,Business
32077,1,0,46,0,3320,0,5,0,2,4,1,2,2,2,2,2,1,2,3,0,0.0,1,Business
21693,1,0,77,0,346,3,1,1,1,3,3,3,3,3,1,1,3,1,3,5,0.0,0,Eco
127946,1,0,69,1,2300,0,4,0,1,1,0,1,1,5,2,3,4,4,1,6,0.0,1,Eco Plus
128551,0,1,33,0,325,1,1,1,4,5,1,5,5,4,5,3,1,3,5,0,0.0,0,Eco Plus
21947,1,0,37,0,3308,2,2,2,2,3,2,1,5,5,4,5,4,5,5,0,0.0,1,Business
41629,0,0,22,0,3225,3,2,2,2,3,3,3,3,4,4,3,3,3,3,0,0.0,0,Business
74183,0,0,48,1,641,2,4,2,1,4,4,5,1,1,2,2,3,1,3,0,0.0,0,Eco
108682,1,0,37,0,3804,4,4,4,4,5,5,4,5,5,5,5,5,5,3,0,0.0,1,Business
49846,0,0,51,0,2458,1,5,5,5,4,4,3,1,1,1,1,3,1,2,0,0.0,0,Business
31031,0,0,21,1,641,1,4,2,3,1,2,1,1,4,5,4,3,4,1,0,0.0,0,Business
115589,0,0,20,0,1759,2,2,3,2,2,2,2,2,4,5,4,2,3,2,1,0.0,0,Business
39772,1,0,28,0,521,4,3,3,3,4,4,4,4,3,3,2,4,2,4,0,0.0,1,Eco
124395,0,0,29,0,575,5,4,4,4,5,4,5,5,2,2,4,1,4,5,18,11.0,0,Eco Plus
11859,1,1,29,0,912,1,1,1,4,1,1,1,1,5,3,5,5,5,1,9,5.0,0,Business
96824,1,1,19,0,571,4,5,5,2,5,5,5,5,5,2,4,4,4,5,23,41.0,1,Business
97999,1,0,43,0,391,1,1,1,1,5,4,4,4,4,4,4,5,4,4,2,0.0,1,Business
117587,1,0,67,0,2456,2,2,2,2,3,3,4,2,2,2,2,2,2,1,89,84.0,0,Business
19120,0,1,21,0,265,2,0,2,1,1,2,1,1,5,2,1,5,1,1,0,0.0,0,Eco
113433,0,0,56,0,397,3,5,5,5,5,4,3,3,3,3,3,1,3,1,0,0.0,0,Business
25068,0,0,39,1,594,2,1,2,3,5,2,5,5,3,5,3,3,3,5,7,7.0,0,Eco
20034,1,0,42,0,607,4,2,5,2,4,4,4,4,4,5,2,3,3,4,74,65.0,0,Eco
59213,1,0,8,1,1440,1,2,1,3,3,1,3,3,4,4,4,2,3,3,61,70.0,0,Eco
108422,1,0,54,0,1444,4,4,4,4,3,5,4,4,4,4,4,3,4,3,32,10.0,1,Business
119303,1,1,27,0,214,4,4,4,4,3,4,3,3,3,1,3,2,4,3,0,67.0,0,Business
27805,0,0,28,0,909,1,3,3,3,1,1,1,1,4,2,3,2,3,1,0,0.0,0,Business
108612,1,0,58,1,813,5,1,5,3,5,5,5,5,1,2,3,4,4,5,0,2.0,1,Eco
121615,0,0,69,1,912,3,5,3,2,4,5,4,2,2,3,2,4,2,5,60,43.0,0,Eco
111163,1,0,56,0,2841,5,5,2,5,4,5,5,5,5,5,5,3,5,4,39,21.0,1,Business
22723,1,0,52,0,1597,3,4,5,5,2,3,2,2,2,2,3,2,2,3,0,0.0,0,Business
62190,1,1,17,0,2454,3,3,3,3,3,3,3,3,4,1,3,2,3,3,0,0.0,0,Eco
63385,1,0,58,1,337,4,1,4,3,1,4,4,1,4,4,2,2,2,1,0,14.0,0,Eco
105425,0,0,38,0,3172,3,3,3,3,4,3,3,4,4,4,4,5,4,4,0,0.0,1,Business
94186,1,0,48,0,3792,3,3,3,3,2,5,4,4,4,4,4,3,4,4,14,21.0,1,Business
123723,0,1,26,0,214,1,4,2,3,5,2,5,5,4,2,5,3,4,5,0,0.0,0,Business
37389,0,0,28,0,989,5,5,5,5,4,4,4,4,4,3,1,2,5,4,0,0.0,1,Business
5768,1,0,33,0,3741,2,3,3,3,2,2,2,2,2,3,2,2,2,2,0,0.0,0,Business
102983,1,0,49,0,460,1,1,3,1,5,5,5,5,5,4,5,3,5,4,0,0.0,1,Business
120169,0,1,22,0,335,3,4,3,2,2,3,2,2,4,4,4,5,4,2,9,0.0,0,Eco
56828,1,0,44,1,1605,3,4,3,2,3,3,3,3,4,3,5,3,4,3,45,18.0,0,Eco
65247,0,1,30,0,224,3,3,3,2,5,3,5,5,3,2,3,1,3,5,14,21.0,0,Eco Plus
11021,0,1,24,0,163,5,0,5,1,3,5,2,3,1,2,5,5,2,3,0,0.0,1,Eco
46893,1,0,32,0,909,2,2,2,2,5,5,5,5,5,1,3,3,4,5,0,0.0,1,Business
31237,0,0,46,0,2798,4,4,4,4,2,2,2,5,5,5,5,1,5,5,0,0.0,1,Business
118190,0,0,38,0,1044,3,2,2,2,5,2,1,3,3,3,3,3,3,1,8,11.0,0,Business
68432,1,0,53,0,1864,5,5,5,5,2,5,5,4,4,4,4,3,4,4,0,0.0,1,Business
104445,1,0,14,0,1138,3,1,3,3,3,3,4,3,1,2,3,1,3,3,2,11.0,0,Eco Plus
101545,0,0,66,1,345,4,4,4,1,4,4,4,2,2,4,2,3,2,3,0,0.0,1,Eco
3960,1,0,66,1,765,3,5,3,4,3,3,3,3,5,3,5,4,4,3,0,85.0,0,Eco
51955,0,1,24,0,936,5,5,5,4,2,5,1,2,1,1,4,5,1,2,0,0.0,1,Eco
12097,1,0,62,0,1529,1,1,1,1,3,1,3,5,5,5,5,3,5,5,5,0.0,1,Business
61007,1,0,40,0,3329,3,3,3,3,4,4,4,4,5,3,4,4,4,4,0,0.0,1,Business
83488,0,1,26,0,946,4,0,4,1,4,4,4,4,3,3,5,3,4,4,0,10.0,0,Business
36442,1,0,16,1,369,5,5,5,1,3,5,5,3,5,1,1,3,2,3,0,4.0,1,Eco
25189,0,1,23,0,177,2,4,3,3,1,3,1,1,1,4,4,4,3,1,0,0.0,0,Eco
113814,1,0,38,0,386,3,3,3,3,3,3,3,3,4,5,4,1,3,3,45,28.0,0,Eco Plus
56448,0,0,21,1,719,2,3,2,3,3,2,2,3,4,3,3,3,3,3,5,0.0,0,Eco
117596,0,1,24,0,1020,2,2,2,3,3,2,3,3,1,2,3,3,3,3,17,8.0,0,Eco
22901,1,0,58,1,147,1,5,0,4,5,0,1,5,5,5,3,4,5,5,0,0.0,0,Eco Plus
16900,1,0,36,1,746,2,5,3,2,3,3,3,3,4,5,5,4,5,3,0,0.0,0,Eco
106525,1,0,38,1,271,3,3,3,4,3,3,3,3,3,5,4,4,3,3,57,59.0,0,Eco
78861,1,0,18,1,528,3,5,3,1,2,3,2,2,3,4,5,3,5,2,0,0.0,0,Eco Plus
74763,1,0,63,1,1205,2,4,2,4,2,2,2,2,2,2,4,4,4,2,76,,0,Eco
75363,0,0,16,1,2556,2,4,2,3,2,3,2,4,4,5,4,2,3,2,0,13.0,0,Eco Plus
92299,1,0,53,0,2556,3,3,3,3,3,5,5,3,3,2,3,3,3,5,64,51.0,1,Business
5151,1,0,40,0,3699,2,5,1,1,4,4,4,1,1,1,2,4,1,2,0,0.0,0,Business
52971,1,0,56,1,2306,3,1,3,1,2,3,2,2,2,4,2,4,1,2,23,34.0,0,Eco
91472,1,0,17,1,859,4,5,3,4,1,3,1,1,5,3,2,3,5,1,0,0.0,1,Eco
61939,0,0,22,0,2161,4,4,4,4,4,4,4,4,3,4,5,4,4,4,0,0.0,1,Business
30861,1,1,20,0,1486,2,2,2,4,3,2,3,3,1,5,4,4,1,3,0,0.0,0,Eco
125003,0,0,41,0,184,4,5,5,5,3,4,3,3,2,3,2,2,2,3,0,0.0,1,Eco
50285,0,0,47,0,2227,4,4,4,4,5,2,1,5,5,5,3,2,5,5,0,0.0,1,Business
