id,Gender,Customer Type,Age,Type of Travel,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Satisfaction,Customer Feedback,Requested Special Assistance,Passenger Group,Class
46657,1,0,78,1,1320,3,0,2,5,2,3,1,0,0,0,3,2,4,4,52,100,1,1,1,1,Eco Plus
46658,1,0,28,0,3685,2,3,2,2,5,4,0,5,5,0,4,2,4,5,86,21,0,0,0,2,Business
46659,1,1,66,0,3503,3,3,4,1,1,0,0,3,4,4,5,0,0,3,22,52,0,0,1,2,Eco
46660,0,1,53,0,735,0,1,2,3,1,4,5,0,2,3,3,5,0,2,25,51,0,0,0,1,Eco
46661,1,0,52,0,1052,3,1,0,2,3,4,4,5,2,3,4,5,1,3,25,71,1,1,0,1,Eco
46662,0,1,36,0,1934,1,4,1,5,5,5,0,1,2,1,4,5,1,4,25,55,0,0,0,2,Business
46663,1,1,68,0,1394,5,4,5,4,1,0,4,1,2,0,0,5,4,2,53,39,1,1,1,1,Eco
46664,1,0,39,1,2908,5,2,4,3,1,2,5,3,0,2,0,4,2,1,57,19,1,1,0,2,Business
46665,0,1,23,0,293,4,1,0,0,5,2,5,1,0,0,1,2,2,1,2,17,0,0,0,0,Business
46666,0,0,29,0,4186,1,3,2,4,5,2,3,0,0,0,3,3,3,2,26,56,0,0,0,2,Eco
46667,0,1,22,0,1781,5,1,0,1,4,4,4,5,1,3,4,3,4,2,51,36,0,0,0,2,Eco
46668,1,1,42,0,3292,1,0,3,4,0,2,1,3,3,0,3,3,3,4,37,41,0,0,0,2,Business
46669,0,1,61,1,4289,4,4,3,5,4,0,5,4,1,5,5,2,5,5,83,29,1,1,1,2,Eco
46670,1,1,35,0,3785,2,3,5,3,3,5,3,0,3,0,1,3,4,4,47,44,1,1,0,2,Eco
46671,0,1,71,1,2370,5,0,3,3,5,5,1,3,0,1,1,3,1,2,69,43,0,0,1,2,Eco
46672,0,1,48,0,1518,2,5,3,0,2,1,1,5,1,5,1,2,2,2,76,41,1,1,0,2,Eco
46673,1,1,40,1,2197,2,0,5,0,1,1,5,5,5,3,5,5,1,1,40,6,0,0,0,2,Business
46674,1,1,21,1,3727,5,3,1,2,4,4,5,2,5,4,2,4,1,2,39,64,1,1,0,2,Eco
46675,0,0,76,0,3617,1,4,3,2,2,5,0,0,2,4,1,4,4,0,46,89,0,0,1,2,Eco
46676,0,0,70,1,3204,0,0,0,2,3,2,2,2,4,2,5,4,2,3,8,91,0,0,1,2,Eco
46677,0,1,61,1,3753,3,0,3,1,5,1,3,5,0,3,2,4,2,1,20,52,1,1,1,2,Eco
46678,1,0,41,1,1509,0,5,3,0,4,5,3,3,2,2,5,1,5,1,31,69,1,1,0,2,Eco
46679,0,1,44,0,2266,5,3,1,3,3,1,5,2,0,0,2,5,1,0,35,12,1,1,0,2,Eco
46680,1,0,32,1,2456,3,0,3,0,2,0,0,2,3,2,2,0,3,0,88,73,0,0,0,2,Eco
46681,1,1,79,1,639,1,4,2,2,4,0,3,3,5,2,0,3,2,5,97,81,1,1,1,1,Eco
46682,1,1,31,1,384,5,1,5,1,2,2,0,4,3,3,2,0,1,1,17,14,0,0,0,0,Business
46683,1,0,34,1,3409,4,2,4,4,3,0,2,0,5,3,2,3,2,3,98,6,1,1,0,2,Business
46684,1,1,32,1,2734,4,3,1,5,0,1,0,2,5,3,4,3,4,4,88,6,0,0,0,2,Business
46685,1,0,26,1,2162,5,4,3,1,4,3,5,3,5,4,1,0,4,3,29,29,0,0,0,2,Eco
46686,0,1,35,1,4936,3,4,5,0,5,5,0,5,3,2,1,5,1,1,59,0,1,1,0,2,Business
46687,1,1,72,1,1673,1,2,2,2,2,3,2,1,2,2,3,3,4,5,11,49,0,0,1,2,Eco
46688,0,0,79,0,4390,0,2,4,3,0,2,3,3,1,4,5,3,1,5,88,68,0,0,1,2,Eco
46689,0,1,46,0,2831,3,5,0,2,3,4,3,1,3,1,0,1,4,3,9,22,0,0,0,2,Business
46690,0,1,61,1,1806,2,5,4,0,1,4,0,5,3,5,4,3,2,4,50,26,0,0,1,2,Eco Plus
46691,0,0,79,0,3236,2,1,1,3,5,2,5,1,4,5,3,3,3,1,98,69,0,0,1,2,Eco Plus
46692,1,0,30,1,3249,1,2,2,2,1,4,3,0,2,1,1,3,2,3,82,29,1,1,0,2,Business
46693,1,1,24,0,4629,5,1,3,2,5,3,1,3,0,1,2,4,4,5,79,46,0,0,0,2,Eco
46694,1,0,46,1,2199,1,2,1,0,2,3,1,0,4,2,4,1,1,3,90,57,0,0,0,2,Eco
46695,0,0,28,0,4228,2,5,3,5,1,0,4,0,0,4,2,5,3,0,68,78,1,1,0,2,Eco
46696,0,0,22,0,1158,4,4,2,1,2,4,2,3,3,3,0,2,3,2,13,68,1,1,0,1,Eco
46697,1,0,78,0,4640,1,2,4,1,1,3,5,3,1,1,5,4,3,5,12,89,1,1,1,2,Eco Plus
46698,0,0,66,1,3762,4,1,5,5,2,5,0,1,4,5,3,0,4,0,3,28,0,0,1,2,Eco
46699,1,1,31,0,1161,5,1,1,4,1,5,5,5,5,5,4,2,1,2,9,52,1,1,0,1,Eco
46700,1,1,23,1,952,2,4,4,5,3,2,0,5,1,4,2,0,4,2,70,38,0,0,0,1,Business
46701,1,0,62,1,3534,5,0,4,3,0,1,0,4,0,5,0,3,0,3,25,28,0,0,1,2,Eco Plus
46702,0,1,19,1,1897,1,4,1,5,3,2,3,2,5,3,5,5,3,0,9,50,0,0,0,2,Eco
46703,1,0,42,1,3181,3,4,5,2,0,2,1,3,1,2,4,3,0,5,11,94,1,1,0,2,Business
46704,1,1,28,1,2565,1,5,4,1,3,2,5,5,5,4,4,1,2,3,78,66,0,0,0,2,Business
46705,1,1,48,1,861,3,0,3,5,5,4,0,2,0,1,1,4,3,1,100,95,1,1,0,1,Eco
46706,0,1,69,0,3357,1,1,1,5,2,0,0,3,5,5,2,0,1,3,80,82,1,1,1,2,Eco
46707,0,1,24,1,4284,0,3,3,3,5,2,1,1,4,0,1,1,0,4,27,73,1,1,0,2,Business
46708,1,0,33,0,4312,2,5,5,2,2,3,5,5,2,3,5,4,5,4,85,15,0,0,0,2,Eco
46709,0,0,62,0,2856,0,1,2,0,0,5,3,3,5,0,3,0,0,0,39,83,1,1,1,2,Eco
46710,0,0,41,0,405,3,0,1,4,2,1,3,1,5,3,0,0,0,4,59,77,0,0,0,0,Business
46711,1,1,46,0,1203,1,1,4,3,2,2,5,1,0,2,0,5,2,4,40,25,0,0,0,1,Business
46712,1,0,42,0,3740,2,0,2,2,1,5,5,4,1,0,1,1,2,3,60,55,0,0,0,2,Business
46713,1,0,19,0,1429,4,4,4,5,5,0,0,5,2,2,3,0,2,3,34,25,0,0,0,1,Business
46714,1,1,52,1,1929,2,4,5,2,0,1,4,3,3,4,4,2,2,2,24,61,1,1,0,2,Business
46715,0,1,50,1,4532,4,1,5,0,3,5,1,5,5,4,2,0,1,0,23,41,0,0,0,2,Business
46716,1,1,39,1,1796,4,4,3,3,0,4,3,2,1,3,5,3,3,3,40,74,0,0,0,2,Eco Plus
46717,1,1,37,1,4587,3,4,4,1,5,5,0,3,5,0,0,0,2,2,43,48,1,1,0,2,Eco
46718,0,0,38,0,3536,5,1,3,4,2,5,4,5,3,2,3,4,2,1,39,41,0,0,0,2,Eco
46719,0,1,27,0,2043,2,0,1,0,4,4,0,5,0,4,5,2,2,2,24,90,1,1,0,2,Business
46720,0,1,47,1,2167,0,5,2,5,3,4,2,1,4,3,1,1,0,3,33,69,1,1,0,2,Business
46721,0,1,32,0,4122,4,1,2,3,0,2,4,1,4,3,1,0,0,3,48,99,1,1,0,2,Eco Plus
46722,0,1,42,1,1203,1,1,4,2,0,3,3,4,0,1,3,0,5,2,28,94,0,0,0,1,Business
46723,0,1,20,1,2126,0,1,3,1,1,4,3,3,1,1,0,5,5,5,28,95,0,0,0,2,Business
46724,0,0,47,0,470,3,0,1,2,2,5,4,0,0,2,2,3,5,5,52,1,0,0,0,0,Eco
46725,0,0,72,0,2817,1,0,3,5,2,4,1,2,0,4,3,2,2,4,57,81,1,1,1,2,Business
46726,0,1,62,0,2890,0,4,4,2,4,3,2,5,5,2,2,4,4,0,19,64,1,1,1,2,Eco Plus
46727,0,0,36,1,3039,3,2,2,3,4,2,3,0,3,4,5,2,5,1,58,29,0,0,0,2,Eco
46728,0,0,61,0,4696,2,2,3,5,1,1,5,3,1,2,3,3,3,1,8,20,1,1,1,2,Business
46729,1,0,68,0,369,0,0,4,4,5,1,0,5,1,1,2,4,3,2,98,89,1,1,1,0,Business
46730,0,0,19,1,4739,4,4,0,1,2,4,0,4,5,1,0,1,5,0,4,80,1,1,0,2,Business
46731,1,1,80,1,3273,3,2,3,2,3,4,3,5,4,5,2,1,5,4,25,78,1,1,1,2,Eco
46732,0,1,30,0,1960,2,3,3,4,5,3,3,0,5,1,3,0,5,1,51,24,1,1,0,2,Business
46733,0,1,34,1,2629,1,0,4,3,3,1,4,2,3,4,2,4,5,1,94,25,1,1,0,2,Business
46734,1,1,75,1,3335,2,0,1,3,1,4,5,5,2,4,4,0,3,4,83,47,0,0,1,2,Business
46735,0,0,41,0,1456,2,4,1,5,0,5,1,2,3,4,2,1,0,4,15,7,1,1,0,1,Eco
46736,1,0,20,0,1561,4,1,3,1,0,4,5,1,3,0,1,1,3,3,8,59,0,0,0,2,Business
46737,0,1,75,0,3089,0,4,0,0,4,4,4,1,1,4,0,1,3,0,4,7,1,1,1,2,Business
46738,1,1,18,0,4368,4,4,2,1,2,0,3,1,3,4,4,2,2,5,7,28,1,1,0,2,Eco
46739,0,1,72,1,580,5,2,3,4,3,0,5,5,2,2,1,5,3,4,6,89,0,0,1,1,Eco Plus
46740,1,0,61,0,3604,3,2,3,4,4,4,2,3,0,0,2,0,1,4,26,25,0,0,1,2,Business
46741,1,0,22,0,3161,5,5,0,2,3,0,2,2,2,5,2,0,1,5,14,82,1,1,0,2,Business
46742,0,1,23,1,2331,1,4,4,2,5,3,4,3,3,2,4,2,5,5,36,37,1,1,0,2,Business
46743,1,0,43,0,3242,4,5,0,0,5,4,3,0,5,5,1,2,4,1,53,73,1,1,0,2,Business
46744,0,0,43,1,1533,5,2,0,5,0,2,1,4,2,3,0,5,3,4,20,24,1,1,0,2,Business
46745,1,0,64,1,207,5,0,0,2,4,0,3,4,1,0,5,3,4,1,54,27,1,1,1,0,Eco
46746,1,0,73,0,2427,0,1,4,3,3,4,3,4,1,3,5,2,3,3,43,9,1,1,1,2,Business
46747,0,1,79,1,1424,5,4,2,0,2,4,5,4,2,5,0,1,3,0,80,20,0,0,1,1,Eco
46748,0,1,33,0,4785,1,1,0,2,0,5,4,1,0,3,2,4,4,1,50,31,1,1,0,2,Business
46749,0,1,37,0,3578,3,2,5,4,3,0,3,3,1,0,4,0,3,5,44,16,0,0,0,2,Business
46750,1,1,61,0,4891,5,2,5,0,2,4,5,5,1,3,1,4,5,0,58,16,1,1,1,2,Business
46751,0,1,80,0,2548,5,0,2,1,3,4,2,4,4,1,1,5,4,1,66,58,0,0,1,2,Business
46752,1,1,68,1,2994,3,4,3,4,5,5,5,1,0,5,4,5,4,0,42,50,1,1,1,2,Eco
46753,0,0,71,0,3150,3,0,4,1,3,5,5,0,4,5,2,0,1,1,3,53,0,0,1,2,Business
46754,1,1,23,0,4201,3,0,4,5,1,1,5,2,0,2,2,1,4,1,33,33,0,0,0,2,Business
46755,0,0,73,1,4742,5,2,4,0,5,3,3,5,1,1,0,3,3,3,18,52,0,0,1,2,Business
46756,1,0,54,0,300,3,2,5,4,1,1,3,2,2,4,1,5,1,2,62,72,1,1,0,0,Business
46757,0,0,36,0,452,0,5,5,2,3,4,3,2,2,4,0,2,2,4,59,20,1,1,0,0,Business
46758,1,0,51,0,3413,5,1,2,3,4,0,5,5,1,3,1,2,5,0,58,51,1,1,0,2,Eco
46759,0,1,24,1,2193,5,5,0,5,1,4,1,0,5,1,2,1,1,2,79,46,1,1,0,2,Eco
46760,1,1,48,0,4806,3,2,4,2,0,5,5,5,1,4,2,3,4,0,87,63,0,0,0,2,Eco Plus
46761,1,0,69,0,4519,4,1,0,5,2,5,4,0,2,2,4,5,4,4,5,0,0,0,1,2,Business
46762,1,1,45,1,1338,2,3,5,1,2,1,1,2,4,1,3,4,5,2,67,83,0,0,0,1,Eco
46763,0,1,31,0,2894,3,5,0,1,4,4,5,5,1,1,4,4,3,5,28,14,0,0,0,2,Eco
46764,1,0,54,0,1496,3,0,4,5,0,4,3,4,0,2,5,5,2,0,51,9,0,0,0,1,Business
46765,1,0,22,1,2153,3,1,4,2,1,4,1,0,0,1,3,5,3,4,22,37,0,0,0,2,Business
46766,0,0,52,0,3177,2,0,1,4,3,2,1,4,0,0,5,5,5,3,14,20,1,1,0,2,Eco
46767,1,0,26,0,3551,3,0,1,4,5,2,3,1,1,5,5,1,3,1,12,42,0,0,0,2,Business
46768,1,0,19,0,1562,0,4,0,4,1,1,2,0,3,1,4,4,4,1,84,41,0,0,0,2,Eco
46769,0,1,33,0,4574,3,3,4,4,5,2,0,3,2,2,3,1,1,3,57,95,1,1,0,2,Business
46770,1,0,26,1,1193,3,4,4,1,2,4,2,3,3,5,0,1,4,4,86,91,1,1,0,1,Eco
46771,0,1,48,0,893,4,0,5,5,4,2,1,2,2,3,1,2,4,4,50,70,1,1,0,1,Business
46772,0,1,34,1,2897,4,4,4,5,1,1,4,0,4,5,1,2,0,2,94,91,0,0,0,2,Business
46773,0,1,63,0,3517,5,4,5,4,1,4,4,1,3,3,4,1,3,1,31,34,1,1,1,2,Business
46774,1,1,65,1,653,2,5,5,5,3,2,0,2,3,0,4,0,4,5,7,70,0,0,1,1,Business
46775,0,0,76,0,2570,3,5,3,2,3,5,4,1,0,0,0,2,4,3,33,15,1,1,1,2,Business
46776,1,1,45,1,4714,2,5,2,0,5,4,4,1,2,1,2,1,1,5,16,63,0,0,0,2,Eco
46777,0,0,35,0,3924,4,0,0,4,4,2,2,5,3,3,2,1,4,3,51,35,0,0,0,2,Eco
46778,0,1,45,0,4924,5,1,0,3,5,1,0,0,3,3,1,5,2,4,10,60,0,0,0,2,Business
46779,0,0,71,0,4458,0,2,0,3,0,0,3,1,4,2,2,3,2,1,69,70,1,1,1,2,Eco
46780,0,1,78,0,424,1,3,1,2,5,5,0,3,2,5,3,0,0,5,44,32,1,1,1,0,Business
46781,0,0,36,1,931,2,4,2,0,4,0,4,0,4,1,1,2,3,4,92,55,0,0,0,1,Business
46782,0,0,43,0,4014,1,0,2,1,4,5,3,2,4,1,0,3,5,5,50,4,0,0,0,2,Business
46783,0,0,52,0,2999,4,5,4,3,3,3,5,0,2,2,4,3,1,3,80,35,1,1,0,2,Business
46784,0,0,71,0,1326,3,1,0,4,3,2,5,4,0,4,3,5,5,2,92,8,0,0,1,1,Eco
46785,1,0,25,0,2428,5,0,2,5,0,4,1,3,0,4,0,3,5,4,53,85,0,0,0,2,Business
46786,0,1,37,0,336,3,4,3,5,0,2,5,0,1,2,3,3,2,1,77,90,0,0,0,0,Eco Plus
46787,1,0,24,0,346,0,5,2,3,2,3,5,1,5,2,1,2,3,2,96,14,1,1,0,0,Eco
46788,0,0,18,0,2519,1,4,5,4,1,1,2,4,3,5,1,2,4,4,83,90,0,0,0,2,Eco
46789,1,1,78,0,1672,4,0,4,0,5,1,3,2,0,4,1,0,4,4,79,10,0,0,1,2,Business
46790,0,0,22,1,3460,4,3,5,5,3,0,1,5,4,4,1,0,0,1,52,27,1,1,0,2,Business
46791,1,0,76,0,2757,2,5,5,1,5,4,2,4,4,4,5,5,1,5,100,17,1,1,1,2,Eco
46792,1,0,62,0,1621,3,5,0,0,3,1,3,3,5,4,4,5,0,3,86,1,0,0,1,2,Eco
46793,1,1,44,1,4624,2,1,5,2,0,0,1,0,4,4,2,0,2,2,30,29,0,0,0,2,Eco
46794,0,1,62,0,4734,5,1,0,4,2,5,3,0,5,3,3,3,0,1,72,22,0,0,1,2,Business
46795,1,1,70,0,2614,5,5,0,1,5,0,4,0,2,0,1,0,1,4,45,88,0,0,1,2,Business
46796,0,0,18,0,1462,3,4,4,5,0,0,5,0,4,3,3,1,0,3,57,69,0,0,0,1,Business
46797,1,1,60,0,3871,0,5,3,5,3,4,4,5,4,4,5,1,4,1,82,58,0,0,0,2,Eco Plus
46798,0,0,53,0,535,1,5,5,3,2,5,2,0,0,3,5,2,4,4,41,25,1,1,0,1,Business
46799,0,1,18,0,2413,5,2,2,5,4,4,5,1,4,4,0,5,5,1,65,67,1,1,0,2,Business
46800,0,0,79,0,4903,1,5,1,4,1,0,3,4,4,0,3,2,3,3,3,87,1,1,1,2,Business
46801,1,0,64,0,2665,4,1,0,0,5,0,1,4,0,4,3,5,4,2,81,99,0,0,1,2,Business
46802,0,0,24,0,4855,0,5,4,4,1,5,0,3,3,2,3,3,3,5,8,65,0,0,0,2,Business
46803,1,1,69,1,2425,4,2,5,4,0,2,4,2,3,5,0,3,0,5,39,3,0,0,1,2,Eco
46804,1,0,47,1,3100,2,5,0,0,3,2,4,4,3,5,0,1,0,1,100,18,1,1,0,2,Eco
46805,1,1,63,1,539,0,2,0,0,2,4,5,0,5,1,4,5,0,0,91,95,1,1,1,1,Eco
46806,0,1,64,0,1751,4,0,4,3,2,0,0,0,1,5,2,2,2,0,75,79,1,1,1,2,Business
46807,0,1,41,1,2502,2,5,1,4,2,5,3,5,0,4,4,0,2,4,63,76,0,0,0,2,Business
46808,0,0,46,1,1566,0,4,1,5,4,0,0,3,3,3,1,5,2,4,0,76,1,1,0,2,Eco Plus
46809,1,1,48,0,3293,2,4,4,1,4,1,1,3,1,5,0,2,2,3,52,54,0,0,0,2,Business
46810,1,0,56,1,4931,2,3,0,5,3,0,2,5,0,1,0,4,1,1,17,16,1,1,0,2,Business
46811,1,0,63,0,1136,4,2,0,2,5,4,0,4,0,3,4,5,1,0,10,34,1,1,1,1,Business
46812,0,1,39,1,474,1,2,1,0,0,3,3,5,3,3,4,5,3,3,33,97,0,0,0,0,Business
46813,1,0,49,0,2039,0,3,1,4,2,0,4,3,3,4,3,5,0,2,43,44,1,1,0,2,Business
46814,0,1,46,1,4399,4,1,2,2,5,2,3,0,1,1,2,5,5,1,59,37,0,0,0,2,Business
46815,1,0,44,1,1486,1,2,1,4,3,3,4,3,3,1,5,3,3,2,31,18,1,1,0,1,Eco
46816,1,1,28,0,4153,0,2,1,2,1,4,5,0,2,4,3,2,0,5,49,8,0,0,0,2,Eco
46817,0,0,56,0,967,2,3,4,5,3,3,5,2,1,2,2,0,0,4,12,98,1,1,0,1,Business
46818,0,0,63,0,1137,4,5,3,2,0,1,1,2,2,5,5,1,1,5,85,100,1,1,1,1,Business
46819,0,0,47,0,4100,3,2,2,0,1,5,0,3,1,5,5,3,3,4,34,72,0,0,0,2,Business
46820,0,0,60,1,587,5,5,0,2,3,3,1,4,4,2,1,1,2,3,34,12,0,0,0,1,Business
46821,0,1,53,1,3437,3,2,2,5,5,3,1,1,0,4,2,4,5,2,26,52,1,1,0,2,Eco
46822,0,0,45,0,1489,2,5,4,5,4,5,2,1,5,3,4,4,0,4,62,45,0,0,0,1,Business
46823,1,0,21,0,2161,4,0,3,2,2,3,2,0,1,2,3,3,1,3,82,19,1,1,0,2,Business
46824,0,1,43,1,3626,1,3,0,4,5,2,1,3,5,1,3,5,0,3,51,78,1,1,0,2,Business
46825,1,1,77,0,1390,0,5,5,2,4,3,2,1,5,3,4,3,4,3,49,26,1,1,1,1,Eco
46826,0,0,39,0,4964,0,4,5,4,2,5,1,5,4,3,4,5,4,2,93,71,1,1,0,2,Eco Plus
46827,1,0,78,1,2054,1,5,1,5,1,1,4,1,0,3,4,1,4,3,77,84,1,1,1,2,Business
46828,0,1,37,0,1304,4,5,3,5,4,5,1,4,1,4,2,3,5,3,49,24,1,1,0,1,Business
46829,1,0,78,0,4043,0,0,0,0,1,5,4,1,5,3,0,4,0,3,99,24,1,1,1,2,Business
46830,1,0,21,0,390,0,0,5,2,2,4,2,2,5,5,0,5,3,0,24,1,1,1,0,0,Business
46831,0,0,32,0,2689,4,0,4,4,1,2,3,1,3,0,5,0,4,2,75,63,0,0,0,2,Business
46832,0,0,21,0,1379,5,3,5,0,0,5,3,1,2,0,0,1,3,3,57,83,1,1,0,1,Eco
46833,1,1,78,0,603,1,4,1,4,2,3,4,4,1,1,2,2,3,4,44,27,1,1,1,1,Eco Plus
46834,1,1,46,1,924,3,3,2,4,5,4,1,4,4,2,4,4,1,5,93,63,0,0,0,1,Eco
46835,1,1,27,1,2728,0,3,4,4,4,4,5,3,0,0,5,4,2,3,88,25,1,1,0,2,Business
46836,0,1,50,1,4785,5,5,0,5,5,4,0,0,1,5,1,2,5,5,48,99,0,0,0,2,Business
46837,1,1,45,0,3830,0,3,4,2,4,2,2,5,1,3,5,4,2,4,63,69,0,0,0,2,Eco Plus
46838,1,1,23,1,427,3,5,4,2,0,4,4,2,1,4,3,3,4,2,55,6,0,0,0,0,Eco
46839,0,0,68,0,3770,2,3,4,2,3,1,5,2,5,5,1,4,2,5,98,98,1,1,1,2,Business
46840,1,1,46,0,3873,4,5,0,3,5,5,3,0,5,5,5,2,1,5,28,51,1,1,0,2,Business
46841,0,0,25,0,3232,2,5,4,3,3,4,4,3,1,1,3,2,5,2,38,6,1,1,0,2,Eco
46842,1,1,20,0,2614,5,4,0,4,2,2,5,4,2,1,3,1,1,0,40,69,1,1,0,2,Business
46843,1,0,35,0,573,3,1,0,1,3,2,1,2,2,4,2,1,0,1,39,58,1,1,0,1,Business
46844,0,0,35,1,2754,3,5,3,3,4,5,1,4,2,5,3,3,0,3,10,59,1,1,0,2,Business
46845,0,1,34,1,625,5,2,1,0,0,4,5,2,1,3,1,5,2,5,63,85,0,0,0,1,Business
46846,0,1,40,0,2038,2,3,3,5,1,0,1,0,5,2,2,3,1,5,62,98,1,1,0,2,Eco Plus
46847,0,0,32,0,3970,3,0,3,1,2,3,2,4,1,4,2,2,4,2,54,52,1,1,0,2,Eco
46848,1,0,78,1,3961,2,1,1,3,0,4,3,5,4,0,1,2,4,1,17,54,1,1,1,2,Business
46849,1,1,78,0,3663,1,4,1,2,3,0,5,2,1,2,3,5,3,1,62,22,1,1,1,2,Business
46850,0,0,30,0,1099,1,4,2,1,3,2,2,5,3,2,5,4,3,0,85,27,1,1,0,1,Eco
46851,0,0,77,1,510,0,1,5,2,4,5,0,5,4,5,3,2,5,3,21,43,1,1,1,1,Eco
46852,1,1,20,0,1239,5,1,4,3,0,4,5,2,1,5,2,1,0,4,19,61,1,1,0,1,Business
46853,0,0,44,0,4462,1,1,5,5,5,2,4,2,0,3,0,5,4,2,48,19,1,1,0,2,Eco
46854,1,1,48,1,3210,2,4,1,3,1,0,5,5,3,0,5,3,2,5,18,71,0,0,0,2,Eco
46855,1,0,56,0,4778,1,5,5,5,0,0,0,3,2,5,4,2,0,2,75,62,0,0,0,2,Business
46856,1,1,57,0,4838,3,0,0,4,1,0,0,0,0,0,1,5,1,4,62,75,1,1,0,2,Eco
46857,0,1,19,0,2209,4,5,4,3,2,2,3,1,5,5,1,2,4,0,65,93,1,1,0,2,Eco
46858,1,0,56,1,2437,3,4,5,5,3,2,5,4,2,3,3,3,0,1,33,1,0,0,0,2,Business
46859,0,0,55,0,4247,5,1,5,3,0,1,3,1,3,5,4,3,1,3,94,66,0,0,0,2,Business
46860,1,1,40,0,2798,5,4,5,5,5,1,4,2,1,3,5,5,4,1,32,65,1,1,0,2,Eco
46861,1,0,19,0,4120,2,4,0,1,2,2,2,3,1,5,3,4,5,3,47,84,0,0,0,2,Eco
46862,0,0,78,0,2541,1,2,1,0,0,2,0,1,0,3,3,3,5,4,94,84,0,0,1,2,Business
46863,1,0,63,0,229,0,2,2,5,3,2,2,2,4,5,3,3,1,1,52,79,0,0,1,0,Eco Plus
46864,1,1,34,0,4267,2,1,3,4,4,4,4,0,3,2,5,2,2,3,40,29,1,1,0,2,Business
46865,0,1,36,1,657,2,2,0,2,4,2,0,4,0,1,0,0,3,4,89,75,1,1,0,1,Business
46866,0,0,36,0,2300,1,4,4,4,2,5,2,1,3,1,4,2,0,3,45,18,0,0,0,2,Business
46867,0,0,28,1,4584,1,3,1,3,2,0,0,1,3,5,2,3,4,4,74,77,1,1,0,2,Eco Plus
46868,1,0,78,1,4938,2,4,3,3,3,1,3,3,0,0,2,2,0,0,37,41,1,1,1,2,Eco
46869,1,1,44,0,2139,1,0,4,5,4,4,2,1,4,4,0,4,4,4,58,87,0,0,0,2,Eco
46870,1,1,59,1,4388,1,0,5,5,1,4,5,5,1,0,2,2,1,0,12,100,1,1,0,2,Eco
46871,0,0,21,0,4693,1,1,3,0,1,5,4,1,4,4,3,1,1,4,20,89,1,1,0,2,Business
46872,1,1,25,1,4103,2,0,2,1,5,2,2,5,5,3,2,2,5,4,65,80,1,1,0,2,Eco
46873,1,0,42,0,4442,0,4,5,4,4,3,2,2,5,5,1,1,2,1,84,95,0,0,0,2,Business
46874,0,0,50,1,4803,5,4,4,5,0,0,2,0,5,5,4,3,3,0,56,18,1,1,0,2,Eco
46875,1,0,54,0,690,4,5,1,5,4,5,0,1,5,2,1,2,2,1,22,38,0,0,0,1,Eco
46876,0,0,72,0,1947,0,4,2,0,0,0,4,2,5,5,3,5,4,1,79,61,0,0,1,2,Eco
46877,1,0,42,0,3001,4,1,3,4,0,4,1,2,0,5,3,5,5,4,52,87,1,1,0,2,Eco
46878,1,1,65,0,3775,5,3,1,5,0,4,5,3,3,1,0,4,0,1,55,76,0,0,1,2,Eco Plus
46879,1,1,66,0,366,5,0,3,2,0,3,0,2,1,0,0,1,4,4,89,10,0,0,1,0,Eco
46880,0,0,38,1,1231,0,3,1,0,0,1,5,2,4,4,3,1,3,2,82,84,0,0,0,1,Business
46881,1,1,61,0,3144,3,3,2,4,0,1,2,2,5,2,3,4,1,3,26,53,1,1,1,2,Eco
46882,0,1,46,0,2455,4,2,0,3,5,3,2,5,1,0,2,5,3,2,46,42,0,0,0,2,Eco
46883,0,1,76,0,4743,2,0,5,5,3,3,5,5,5,2,1,0,5,5,72,71,1,1,1,2,Business
46884,0,1,30,1,2364,1,0,2,1,5,2,1,5,0,2,2,1,4,3,93,66,0,0,0,2,Business
46885,1,1,66,1,2584,4,2,5,0,5,3,5,2,2,3,2,4,2,5,96,25,0,0,1,2,Business
46886,1,1,69,0,3455,2,2,3,0,2,1,0,2,4,2,1,2,3,1,26,81,1,1,1,2,Eco
46887,0,1,37,0,2797,5,3,1,5,4,0,5,4,4,2,1,2,5,2,73,96,1,1,0,2,Business
46888,0,1,59,1,1198,4,0,0,4,5,4,1,0,3,3,5,4,5,5,47,60,0,0,0,1,Business
46889,1,0,34,0,1228,1,5,4,5,3,1,1,5,0,5,3,4,4,4,44,34,1,1,0,1,Eco
46890,0,0,38,1,2413,1,2,1,1,1,5,2,0,0,3,5,5,2,1,31,21,1,1,0,2,Eco
46891,1,0,56,0,3719,2,5,1,2,4,4,1,5,4,4,2,1,1,5,81,14,0,0,0,2,Business
46892,1,0,72,0,3295,0,0,1,3,2,4,5,1,2,3,1,5,0,5,50,1,0,0,1,2,Eco
46893,0,1,52,1,4047,3,0,3,3,2,0,1,3,3,0,3,4,2,0,30,73,1,1,0,2,Eco
46894,1,0,51,1,4092,5,0,1,5,4,2,4,1,4,0,1,3,4,0,63,32,0,0,0,2,Business
46895,1,1,74,0,1722,0,3,4,5,2,0,3,2,3,1,2,4,2,3,51,7,0,0,1,2,Business
